@relation A

@attribute pos numeric
@attribute neg numeric
@attribute PosToNegRatio numeric
@attribute fScore numeric
@attribute sentiRatio numeric
@attribute despair numeric
@attribute horror numeric
@attribute smugness numeric
@attribute edginess numeric
@attribute aggression numeric
@attribute repentance numeric
@attribute hopelessness numeric
@attribute love numeric
@attribute depression numeric
@attribute malevolence numeric
@attribute affection numeric
@attribute vindictiveness numeric
@attribute sadness numeric
@attribute gloom numeric
@attribute timidity numeric
@attribute disapproval numeric
@attribute impatience numeric
@attribute negative-positive-emotion numeric
@attribute fury numeric
@attribute calmness numeric
@attribute protectiveness numeric
@attribute alienation numeric
@attribute pessimism numeric
@attribute self-depreciation numeric
@attribute contentment numeric
@attribute world-weariness numeric
@attribute anger numeric
@attribute sorrow numeric
@attribute sulkiness numeric
@attribute misery numeric
@attribute distress numeric
@attribute resentment numeric
@attribute self-pride numeric
@attribute sympathy numeric
@attribute negative-fear numeric
@attribute devotion numeric
@attribute discomfiture numeric
@attribute carefreeness numeric
@attribute liking numeric
@attribute apprehension numeric
@attribute comfortableness numeric
@attribute scare numeric
@attribute panic numeric
@attribute negative-emotion numeric
@attribute approval numeric
@attribute positive-hope numeric
@attribute hysteria numeric
@attribute enthusiasm numeric
@attribute frustration numeric
@attribute friendliness numeric
@attribute envy numeric
@attribute cheerlessness numeric
@attribute emotion numeric
@attribute oppression numeric
@attribute ingratitude numeric
@attribute anxiety numeric
@attribute greed numeric
@attribute fearlessness numeric
@attribute insecurity numeric
@attribute disgust numeric
@attribute forlornness numeric
@attribute hostility numeric
@attribute discouragement numeric
@attribute gratitude numeric
@attribute cynicism numeric
@attribute humility numeric
@attribute Thing numeric
@attribute general-dislike numeric
@attribute positive-emotion numeric
@attribute daze numeric
@attribute annoyance numeric
@attribute jealousy numeric
@attribute benevolence numeric
@attribute hate numeric
@attribute admiration numeric
@attribute attrition numeric
@attribute resignation numeric
@attribute murderousness numeric
@attribute humbleness numeric
@attribute closeness numeric
@attribute captivation numeric
@attribute dislike numeric
@attribute melancholy numeric
@attribute heartlessness numeric
@attribute joy numeric
@attribute cat {Male49c,Female49cc}

@data
3,-5,0,2,5,0,6.35,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,0,0,0,0,1.27,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,8.88,0,0,0,7.61,0,0,1.27,0,0,0,0,0,0,0,0,Male49c
3,-5,0,2,5,0,1.79,0,0,0,0.89,0,0,1.79,0,0,0,3.57,0,0,1.34,0,0,3.57,0.89,0,0,0,0,0,0,3.57,0.45,0,0,4.02,0.89,0,0.89,0.45,0,0,0,0.89,0,0,0.45,0,0,3.57,3.57,0,0,0,0,0,0,0,6.25,0,0.89,0,0,0,0.89,0,0.89,0,0,0,0,0,8.04,0,4.47,0,0.89,0,7.15,0,0,0,0,0,0,0,0,0,0,0,Male49c
4,-5,0,2,5,1.1,1.1,0,0,0,1.1,0,1.1,0,0,0.55,0,2.21,0,0,0,0,0,0,0,0,0.55,0,0,1.1,0,5.52,0,0,0.55,1.1,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,1.1,0,0,4.41,0,1.1,0,3.31,0,0,0,0,0,0,0,0,0,5.52,0,4.41,1.1,0,0,1.1,0,0,1.1,0,0,0,0,0,0,0,1.1,Male49c
4,-5,0,2,5,0.6,3,0,0,0,0,0.6,1.8,1.2,0,1.2,0,3.61,0.6,0,0,0,0,1.2,1.2,0,0.6,0,0,0.6,0,3,1.8,0,1.8,2.4,0.6,0,0.3,1.8,0,0,0,0.9,0.6,0,1.2,0,1.2,0,1.5,0,0,0,0,0,0,0,3,0,0.6,0,0,0,0,0,0,0,0,0,0,0,3,0,1.2,1.2,0,0,5.41,0,0.6,0.6,0,0,0,0,0,0,0,0.6,Male49c
4,-5,0,2,5,0,2.66,0.89,0,0.89,0,0,1.78,1.78,0.89,1.78,0,4.88,1.33,0,0,0,0,0.89,0.89,0,0,0,0,0.89,0,4.44,1.78,0,0,4.44,0,0,0,2.66,0,0,0,0.44,0,0,1.78,0.89,0,0,2.66,0,0,0,0,0.89,0,0,4.44,0,0,0,0,0,1.78,0,0,0,0,0.89,0,0,8.88,0.89,4.44,1.78,0,0,5.33,0,0.89,0,0,0,0,0,0,0,0,4.44,Male49c
4,-4,0,2,5,0,4.52,0,0,0,0,0,1.51,1.01,0,0,0,3.02,0,0,0,0,0,0,1.01,0,0.5,0,0,0,0,3.02,1.01,0,0,0,0,0,0,1.51,0,0,0,2.01,0,0,0.5,0,0,0,2.01,0,0,0,0,0,0,0,2.01,0,0,0,0,0,1.51,0,0,0,0,0,0,0,3.52,0,2.01,1.01,0,0,3.52,0,0,0.5,0,0,0,0,0.5,0,0,2.01,Male49c
3,-4,0,2,5,0,2.87,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,0.96,0,2.87,0.48,0,0.96,1.91,0,0,0,0.48,0,0,0,0.48,0,0,1.43,0,0,0,0,0,0,0,0,0.96,0,0,2.87,0,0,0,0,0,0,0,0.96,0,0,0,0,0,3.83,0,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0.96,2.39,Male49c
4,-5,0,2,5,0,3.83,0,0.64,0.64,0,0,0.96,1.28,0,1.6,0,4.47,0,0,0.32,0,0,0,0.64,0.64,0.64,0,0,0,0,1.92,2.55,0,0,2.55,0,0,0,1.92,0,0,0,0,0.64,1.28,0.64,0,0,0,3.19,0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0.64,0,0.64,0,1.28,0,0,0,1.28,0,1.28,3.19,0.64,0,1.28,0,0,0,0,0,0,0,0,0,0.64,2.87,Male49c
4,-5,0,2,5,0.79,1.58,0,0,0,0,0,0.79,0,0,1.19,0,0.79,0,0,0,0,0,0.79,0.79,0,0,0,0,0,0,3.95,2.37,0,1.19,3.16,0,0,0.79,0.79,0,0,0,0.79,1.58,0,0,0,0.79,0,1.58,0,0,0,0,0,0,0,4.74,0,0.79,0,0.79,0,0.79,0,0,0,0,0,0,0,4.74,0,3.95,1.58,0,0,3.95,0.79,0,0,0,0,0,0,0,0,0,2.37,Male49c
4,-5,0,2,5,1,2.99,0,0,0,0,0,1.5,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0.5,0,0,1,0,9.48,0,0,0,7.49,1,0,0,2.99,0,0,0,0,0,1,1,0,1,0,3.49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,8.48,0,5.99,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,Male49c
4,-5,0,2,5,0,4.6,0,0,0,0,0,3.07,0,0,3.07,0,3.07,0,0,0,0,0,3.07,0,0,0,0,0,0,0,6.14,3.07,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,6.14,1.53,1.53,0,1.53,0,0,0,0,0,0,0,0,0,0,0,Male49c
3,-5,0,2,5,0,4.3,0,0,0,0,0,0,0.54,0,1.08,0,2.15,0,0,0,0,0,0,1.08,0,1.08,0,0,0,0,1.08,0,0,1.61,6.99,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,3.23,0,1.08,0,0,0,1.08,0,2.15,0,0,0,0,0,5.91,0,3.23,0.54,0,0,9.14,0,0,0,0,3.23,0,0,0,0,0,3.23,Male49c
3,-5,0,2,5,0,4.28,0,0,0,0.54,0,1.07,0,0,1.07,0,5.36,0,1.07,0,0,0,0,0,0,0,0,0,0,0,6.43,2.14,0,1.07,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,1.07,0,0,0,0,0,5.36,0,1.07,0,0,0,2.68,0,1.07,0,0,0,0,0,5.36,0,1.07,1.07,0,0,3.21,0,0,1.61,0,0,0,0,0,0,0,0.54,Male49c
3,-5,0,2,5,0,1.64,0,0,0,0,0,0,0,0,0.82,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0.82,0,1.64,2.46,0,0,0.82,0.41,0,0,0,3.28,0,0,1.23,0,0,1.64,1.64,0,0,0,0.82,0,0,0,3.28,0,0,0,0,0,1.64,0,0,0,0,0,0,0,1.64,0,1.64,0.82,0,0,0.82,0,0,0,0,2.46,0,0,0,0,0,0.82,Male49c
3,-5,0,2,5,0,0,0,0,0,0,0,1.14,0,0,1.71,0,2.28,0,0,0,0,0,1.14,2.28,0,0,0,0,0,0,3.41,2.28,0,0,3.41,0,0,0,0,0,0,0,2.28,2.28,0,0,0,0,0,1.14,0,0,0,0,0,0,0,11.38,0,0,0,1.14,0,0,0,0,0,0,0,0,0,9.68,0.57,2.28,1.14,0,0,11.95,0,0,0,0,0,0,0,0,0,0,1.14,Male49c
3,-5,0,2,5,0,1.71,0,0,0,0,0,0.43,0.86,0,0.86,0,3.43,0,0,0,0,0,2.57,0,0,0,0,0,0,0,3,2.57,0,0,6,0,0,0,0,0,0,0,0,0,0.86,0,0,0,1.29,3,0,0.86,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28,0,1.71,0.86,0,0,8.57,0,0,1.71,0,0,0,0,0,0,0.86,0.86,Male49c
3,-5,0,2,5,1.86,4.64,0,0,0,0,0.93,0,0,0,1.86,0,2.32,0.46,0,0,0,0,0,0,0,0,0,0,0.93,0,1.86,0,0,0.46,0.93,0,0,0.93,0.46,0,0,0,0,0,0,0.46,0,0.93,0,0,0,0,0,0,1.86,0,0,7.43,0,0,0,0,0,0.93,0,1.86,0,0,0,0,0,2.79,0,4.18,0,0,0,1.86,0,0,0.93,0,0,0,0,0,0,0,1.86,Male49c
3,-5,0,2,5,0,8.4,0,0,0,0,0,0,3.36,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,4.2,0,0,5.88,0,0,0,1.68,0,0,0,3.36,0,0,0,0,1.68,0,10.08,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,1.68,0,0,0,0,0,4.2,0,3.36,0,0,0,0.84,0,1.68,0,0,0,0,0,0,0,0,0,Male49c
3,-5,0,2,1,0.56,0.56,0,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.56,0,2.8,0,0,0,0,0.28,0.56,1.12,0.28,0.28,0,0,0.56,0,0,0,0,0,0,2.52,0,0,0.56,0,0,0,0,1.68,0,0,0,0,0,0.84,0,0,0,0,0,0,0,3.36,0,2.24,1.68,0.56,0,1.12,0,0.56,0,0,0,0,0,0.84,0,0,0,Male49c
3,-5,0,2,5,0,1.6,0,0,0,0.8,0,1.6,0,0,0.8,0,3.21,0,0,0,0,0,0.8,0.8,0,0.4,0,0,0.8,0,7.62,0,0,0.8,1.6,0,0,0,1.6,0,0,0,0,0,0.8,0.8,0.8,0,0,2.41,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0.8,0,0.8,0,3.61,0,0,0,0,0,0,0,0,0,0,0.8,Male49c
4,-5,0,2,5,0,6.4,0,0,0,0,0,2.13,0,0,2.67,0,3.2,0,0,0,0,0,1.07,1.07,0,1.07,0,0,0,0,2.13,1.07,0,4.27,6.4,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,2.67,0,0,0,0,0,0,0,4.27,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,2.67,0,3.2,0,0,0,2.67,0,0,0,0,0,0,0,1.07,1.07,0,1.07,Male49c
4,-5,0,2,5,0,3.78,0,0.95,0,0,0,1.42,1.89,0,0,0,1.89,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.95,1.42,0,0.47,7.57,0,0,0.95,2.84,0,0,0,2.84,0.95,0,1.89,0,0.47,0,2.84,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,2.36,0,0.95,0,5.67,0,0,0.95,0,0,0,0,0,0,0.95,1.89,Male49c
4,-5,0,2,5,0,0.66,0,0,0,0,0,1.32,0,0,1.97,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,5.92,0,0,0,1.32,0,0,0,0,0,0,2.63,0,0,0,1.32,0,0,0,0,0,0,0,9.22,0,0,0,0,0,0,0,0,0,1.32,0,0,0,5.27,0,1.32,1.97,1.32,0,6.58,0,0,0.66,0,0,0,2.63,0,0,0,3.29,Male49c
4,-5,0,2,5,1.24,1.87,0,0,0.62,0,0,0.31,0,0,0,0,0.62,0,0,0,0,0,0,1.24,0,0.62,0,0,0,0,4.04,4.04,0,0,2.8,0.62,0,0,0.62,0,0,0,2.49,0,0,0,0,0,0,1.56,0,1.24,0,0,0.62,0,0,4.35,0,0.62,0,1.87,0,0,0,0,0,1.24,0,0,0,3.73,0,2.49,0.62,0,0,3.11,0,0.62,0.62,0,0,0,0,0,0,0.31,3.11,Male49c
4,-5,0,2,5,0,3.44,0,0,0,0,0,3.44,0,0,1.23,0,2.46,0,0.49,0,0,0,1.47,0,0,0.49,0,0,0,0,5.65,0,0,0,2.21,0,0,0,0.74,0,0,0,0.25,0.49,0,0.25,0.49,0,0,0.98,0,0,0,0,0,0,0,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,4.17,0.98,0.49,0,3.68,0,0.49,0.49,0,0,0,0,0.49,0,0.49,1.47,Male49c
3,-5,0,2,5,0,0,0,0,0,0,0,1.15,1.15,0,1.15,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0,0,0,2.31,1.15,1.15,0,0,0,0,0,0,1.15,1.15,0,0,0,0,1.15,0,0,0,0,1.15,0,0,4.62,0,1.15,0,0,0,0,0,0,0,0,0,0,0,5.77,0,1.15,1.73,1.15,0,5.77,0,0,1.15,0,0,0,0,0,0,1.15,1.15,Male49c
4,-4,0,2,5,0,2.32,0,0.77,0,0,0,1.16,0.77,0,4.26,0,0.77,0,0,0,0,0,0.77,0,0,0,0,0,2.32,0,3.87,0.77,0,0.39,3.49,1.55,0,0,1.94,0,0,0,2.32,0.77,0,0.39,0,0,0,3.1,0,0,0,0.77,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0.77,0.39,0.77,0,5.42,0,0,0.77,0,0,0,0,0,0,0,0.39,Male49c
3,-4,0,2,5,0,1.12,0,0,2.25,0,0,2.25,0,0,2.25,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0.56,0,0,0,0.56,1.12,1.12,2.25,0,0,0,1.12,0,0,0,0,0,0,0,5.62,0,1.12,0,1.12,0,0,0,1.12,0,0,0,0,0,1.69,0,5.62,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,2.25,Male49c
3,-5,0,2,5,0,4.58,0,0,0,0.76,0,0,0,0.76,1.53,0,3.05,0.76,0,0,0,0,0,0.76,0,0,0,0,0,0,0,1.53,0,1.15,3.44,0,0,0,1.91,0,0,0.76,0,0,0,0,0,0,0,0.76,0,0,0,0.76,0.76,0,0,3.82,0,0,0,0,0,0.76,0,0.76,0,0,0.76,0,0,2.29,0,3.05,0.76,0,0,2.29,0,0,1.15,0,0,0,0,0,0,0,0.76,Male49c
3,-5,0,2,5,0.8,3.6,0,0,0,0,0,2,0,0,1.6,0,3.2,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0.8,0,0,1.2,2.4,0,0,0,0.8,0,0,0,0.8,0.4,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,6.4,0,0.8,0,0,2.4,0.8,0,2.4,0,0.8,0,0,0,1.6,0,6.4,0.8,0.8,0,0.8,0,1.6,0,0,2.4,0,0,0,0,0,0,Male49c
4,-5,0,2,5,0.53,2.13,0,0,0,0,0,1.06,0,0.53,0,0,1.06,0,0,0,0,0,0.53,1.6,0.53,0.53,0,0,0,0,2.66,2.66,0,1.06,5.58,0,0,0,2.13,0,0,0,0,0,0.53,0.27,0,0,0,2.66,0,0,0,0.53,0,0,0,4.25,0,0.53,0,1.06,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,1.06,0.53,0,0,0,0,0,1.33,0,0,0,1.33,Male49c
3,-5,0,2,5,0,2.61,0,0,0,0,0,1.3,0.87,0.87,0,0,0.87,0,0.87,0,0,0,0.87,1.3,0,0.43,0,0,0,0,3.48,4.34,0,0,0.87,0,0,0,1.74,0,0,0,0,0,0,2.61,0,1.74,0.87,2.61,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0.87,0,0,0,0.87,0,0,0,4.34,0,6.08,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,1.74,Male49c
3,-5,0,2,5,3.05,4.57,0,0,0,0,0,0.76,0,0,0.76,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,2.28,0,0.76,11.42,0,0,1.52,1.14,0,0,0,0,0.76,0,0.38,0,0,0,6.09,0,0,0.76,0,0,0,0,3.81,0,2.28,0,0.76,0,1.52,0,0.76,0,0,0,0,0,1.52,0,0.38,0.76,0,0,4.57,0,0.76,0.38,0,0,0,0,0,0,0,0.38,Male49c
4,-5,0,2,1,0,2.11,0,0,0,0,0,3.17,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,2.11,0,0,1.06,0,0,0,2.11,0,0,0,0,2.11,0,0,0,0,0,2.11,0,0,2.11,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male49c
3,-5,0,2,5,0.98,2.94,0,0.98,0,0,0,0.98,0,0,2.45,0,3.92,0,0,0,0,0,0.98,0.98,0,0,0,0,1.47,0,4.9,0,0,0,1.47,0,0,0,1.96,0,0,0,0.98,1.47,0,1.96,0,0,0,4.9,0,0,0,0,0,0,0,3.92,0,0.98,0,0,0,0,0,0,0,0,0.98,0,0,5.89,0,3.92,0,0,0,4.9,0.49,0,0.49,0,0,0,0,0,0,0.98,1.96,Male49c
4,-4,0,2,5,0,0.9,0,0,0,0,0,0.9,0,0,1.79,0,3.59,0,0,0,0,0,0,0.9,0,0.45,0,0,0,0,0,0.9,0,0.45,1.35,1.79,0,0.9,0.9,0,0,0,0,0.9,0,0,0,0,0,1.79,0,0,0,1.79,0,0,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0.9,0,2.69,0,1.35,1.35,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,Male49c
4,-5,0,2,5,1.82,2.72,0,0,0.91,0,0,3.18,0.91,0,1.36,0,1.82,0,0,0,0,0,4.54,0.91,0,0,0,0,0,0,2.72,0.45,0,0,0.91,0.91,0,0,1.36,0,0,0,0.91,0,0,0,0,0,0.91,1.82,0,0,0,0,1.82,0,0,4.99,0,0,0,0.91,0,0,0,0.91,0,0.91,0,0,0,6.35,0,4.54,0,0.91,0,10.44,0,0,0,0.91,0,0,0,1.82,0,0,0,Male49c
4,-5,0,2,5,0.54,3.27,0,0,0,0,0,2.45,1.09,0,1.36,0,2.18,0,0,0,1.09,0,0,0.54,0,0,0,0,0,0,2.72,0.54,0,0.54,5.44,0,0,0,3.81,0,0,0,0,0,0.54,1.63,0.54,0,0,3.27,0,0,0,0,0.54,0,0,3.81,0,1.09,0,0,0,0,0,0.54,0,0,0,0,0,4.9,0,0.54,1.09,0,0,4.9,0.54,0.54,0,0,0,0,0,0,0,0,1.9,Female49cc
4,-5,0,2,5,0,0,0,0,0,0,0,2.99,0,0,2.99,0,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.59,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0,2.39,0,0,0,4.79,0,0,2.39,0,0,0,0,0,0,0,0,Female49cc
4,-5,0,2,5,1.9,3.16,0,0,0,0,0,2.53,0.63,0.63,1.26,0,1.9,0,0,0,0,0,0,0.63,0,1.26,0,0,0.63,0,1.26,2.53,0,0,0.63,0,0.63,0.63,1.58,0,0,0,1.26,1.26,0,0.32,0,0,0,4.11,0,0,0,0,0,0,0,4.42,0,0.63,0,1.26,0,0.32,0,0.63,0,1.26,0,0,0,3.48,0,0.63,1.26,0,0,4.11,0,0,0,0,0,0,0,0.32,0,0,1.26,Female49cc
5,-5,0,2,5,0,2.54,0,0.85,0,0,0,3.39,0.85,0,1.7,0,1.7,0,0,0,0,0,0,0.85,0,0,0,0,0,0,3.39,3.82,0,0.42,2.97,0,0,0.85,1.27,0,0,0,0,0,0.85,2.12,0,0.85,0,2.54,0,0,0,0,0,0,0,5.09,0,0,0,0,0,0.85,0,0,0,0,0,0,0,2.54,0,4.66,1.27,0.85,0,4.24,0,0.85,0,0,0,0,0,0.85,0,0,3.39,Female49cc
